timestamp,test-class,test-method,time,description,result
2021-12-12 21:08:06.441,acme.testing.anonymous.shout.AnonymousShoutListTest,positiveListShout,1795,"[5] recordIndex=4, moment=2021/12/08 23:36, author=Lucy Long, text=I have a new puppy!, info=https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F38%2F2020%2F04%2F15%2FGettyImages-1035456488-2000.jpg",OK
2021-12-12 21:08:08.535,acme.testing.anonymous.shout.AnonymousShoutListTest,positiveListShout,1892,"[6] recordIndex=7, moment=2021/12/09 21:15, author=Donald Mcfly, text=If you can dream it, you can do it, info=https://i.pinimg.com/originals/10/04/58/100458c1e22397fb55c081cc88232daa.jpg",OK
2021-12-12 21:08:10.562,acme.testing.anonymous.shout.AnonymousShoutListTest,positiveListShout,1796,"[7] recordIndex=9, moment=2021/12/10 15:12, author=Mike James, text=I love my wife, info=null",OK
2021-12-12 21:08:12.564,acme.testing.anonymous.shout.AnonymousShoutListTest,positiveListShout,1799,"[8] recordIndex=1, moment=2021/12/07 21:49, author=Fredy Fast, text=My car is red, info=null",OK
2021-12-12 21:08:14.586,acme.testing.anonymous.shout.AnonymousShoutListTest,positiveListShout,1818,"[9] recordIndex=3, moment=2021/12/08 15:55, author=Jonh Doe, text=I'm the master of my room!, info=http://www.example.org",OK
2021-12-12 21:08:16.616,acme.testing.anonymous.shout.AnonymousShoutListTest,positiveListShout,1796,"[10] recordIndex=6, moment=2021/12/09 19:39, author=John Doe, text=I'm happy, info=null",OK
2021-12-12 21:08:26.214,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,1992,"[1] author=Foo Bar, text=Look at me! I'm heree again!, info=null",OK
2021-12-12 21:08:28.416,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,2000,"[2] author=Jesus Roldan, text=Michael Jackson, info=null",OK
2021-12-12 21:08:30.651,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,2020,"[3] author=Lucia Torres, text=I just commited my work, info=https://github.com/raupargor/Acme-Planner",OK
2021-12-12 21:08:32.873,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,2018,"[4] author=Alvaro Sanchez, text=I'm working on my issues, info=https://github.com/raupargor/Acme-Planner",OK
2021-12-12 21:08:35.086,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,1981,"[5] author=Maria Garcia, text=what can i do now?, info=https://github.com/raupargor/Acme-Planner",OK
2021-12-12 21:08:37.284,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,1993,"[6] author=Raul Parrado, text=I'm working on the upgrade 21.4, info=null",OK
2021-12-12 21:08:39.516,acme.testing.anonymous.shout.AnonymousShoutCreateTest,positiveCreateShout,1985,"[7] author=Servando Figueroa, text=sorry I'm late, info=null",OK
2021-12-12 21:08:41.697,acme.testing.anonymous.shout.AnonymousShoutCreateTest,negativeCreateShout,1948,"[1] author=, text=Look at me! I'm heree!, info=null",OK
2021-12-12 21:08:43.905,acme.testing.anonymous.shout.AnonymousShoutCreateTest,negativeCreateShout,2000,"[2] author=sex, text=sex sex sex, info=null",OK
2021-12-12 21:08:46.105,acme.testing.anonymous.shout.AnonymousShoutCreateTest,negativeCreateShout,1996,"[3] author=David Beckan, text=Yeeeah!, info=wrong link",OK
2021-12-12 21:08:48.343,acme.testing.anonymous.shout.AnonymousShoutCreateTest,negativeCreateShout,2019,"[4] author=Mal, text=oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, info=null",OK
2021-12-12 21:08:50.54,acme.testing.anonymous.shout.AnonymousShoutCreateTest,negativeCreateShout,1967,"[5] author=Alvaro, text=null, info=www.google.com",OK
2021-12-12 21:08:52.766,acme.testing.anonymous.shout.AnonymousShoutCreateTest,negativeCreateShout,1992,"[6] author=, text=null, info=null",OK
2021-12-12 21:09:04.112,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,negativeAuthenticatedListandShowDuty,3663,"[1] recordIndex=0, title=Delete shout funcionallity, startMoment=2021/01/11 09:00, endMoment=2021/02/11 12:00, description=Delete shout funcionallity, workload=24.00, status=PUBLIC, link=null, id=296",OK
2021-12-12 21:09:08.026,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,negativeAuthenticatedListandShowDuty,3665,"[2] recordIndex=1, title=Edit model.uxf and create Java class, startMoment=2021/01/11 14:10, endMoment=2021/06/13 17:26, description=Edit model.uxf and create Java class, workload=15.50, status=PUBLIC, link=null, id=289",OK
2021-12-12 21:09:11.901,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,negativeAuthenticatedListandShowDuty,3632,"[3] recordIndex=2, title=Add delete support, startMoment=2021/01/21 04:10, endMoment=2021/08/30 17:26, description=Add delete support to all main domain objects, workload=45.30, status=PUBLIC, link=null, id=287",OK
2021-12-12 21:09:15.769,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,negativeAuthenticatedListandShowDuty,3635,"[4] recordIndex=3, title=Populate Data Base, startMoment=2021/02/01 00:00, endMoment=2021/02/28 00:00, description=Populate Data Base with new information, workload=62.30, status=PUBLIC, link=null, id=297",OK
2021-12-12 21:09:19.623,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,negativeAuthenticatedListandShowDuty,3634,"[5] recordIndex=4, title=Populate Data Base 2, startMoment=2021/05/01 00:00, endMoment=2021/09/28 00:00, description=Populate Data Base with new information again, workload=65.30, status=PUBLIC, link=null, id=298",OK
2021-12-12 21:09:23.423,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,negativeAuthenticatedListandShowDuty,3582,"[6] recordIndex=5, title=Create a technical report (in Spanish) that describes the history of the project, startMoment=2021/06/21 04:10, endMoment=2021/08/30 17:26, description=Create a technical report (in Spanish) that describes the history of the project after finishing with the previous duties, workload=32.13, status=PUBLIC, link=null, id=null",OK
2021-12-12 21:09:29.943,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,positiveAuthenticatedListAndShowDuty,6301,"[1] recordIndex=0, title=Delete shout funcionallity, startMoment=2021/01/11 09:00, endMoment=2021/02/11 12:00, description=Delete shout funcionallity, workload=24.00, status=PUBLIC, link=null",OK
2021-12-12 21:09:36.449,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,positiveAuthenticatedListAndShowDuty,6274,"[2] recordIndex=1, title=Edit model.uxf and create Java class, startMoment=2021/01/11 14:10, endMoment=2021/06/13 17:26, description=Edit model.uxf and create Java class, workload=15.50, status=PUBLIC, link=null",OK
2021-12-12 21:09:42.913,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,positiveAuthenticatedListAndShowDuty,6246,"[3] recordIndex=2, title=Add delete support, startMoment=2021/01/21 04:10, endMoment=2021/08/30 17:26, description=Add delete support to all main domain objects, workload=45.30, status=PUBLIC, link=null",OK
2021-12-12 21:09:49.38,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,positiveAuthenticatedListAndShowDuty,6247,"[4] recordIndex=3, title=Populate Data Base, startMoment=2021/02/01 00:00, endMoment=2021/02/28 00:00, description=Populate Data Base with new information, workload=62.30, status=PUBLIC, link=null",OK
2021-12-12 21:09:55.839,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,positiveAuthenticatedListAndShowDuty,6240,"[5] recordIndex=4, title=Populate Data Base 2, startMoment=2021/05/01 00:00, endMoment=2021/09/28 00:00, description=Populate Data Base with new information again, workload=65.30, status=PUBLIC, link=null",OK
2021-12-12 21:10:02.306,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,positiveAuthenticatedListAndShowDuty,6246,"[6] recordIndex=5, title=Create a technical report (in Spanish) that describes the history of the project, startMoment=2021/06/21 04:10, endMoment=2021/08/30 17:26, description=Create a technical report (in Spanish) that describes the history of the project after finishing with the previous duties, workload=32.13, status=PUBLIC, link=null",OK
2021-12-12 21:10:16.167,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,positiveUpdateUserAccount,6331,"[1] Password=Password1, Name=John, Surname=Doe, Email=john.doe@acme.com",OK
2021-12-12 21:10:21.845,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,negativeUpdateUserAccount,5429,"[1] Password=Password1, Name=John, Surname=Doe, Email=johme.com",OK
2021-12-12 21:10:27.488,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,negativeUpdateUserAccount,5398,"[2] Password=asdf, Name=John, Surname=Doe, Email=johme.com",OK
2021-12-12 21:10:33.114,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,negativeUpdateUserAccount,5424,"[3] Password=Password1, Name=asdasfsdgdfgdfsgfgdgsdafljhghsaijhgashjdghaslidgasluyodgasiluydbaslihdsdasdhn, Surname=Doe, Email=johme.com",OK
2021-12-12 21:10:38.704,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,negativeUpdateUserAccount,5358,"[4] Password=null, Name=null, Surname=null, Email=null",OK
2021-12-12 21:10:51.532,acme.testing.administrator.threshold.AdministratorThresholdShowTest,positiveShowThreshold,5271,"[1] threshold=10.00",OK
2021-12-12 21:10:52.179,acme.testing.administrator.threshold.AdministratorThresholdShowTest,negativeShowThreshold,447,"negativeShowThreshold()",OK
2021-12-12 21:11:06.144,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,positiveUpdateThreshold,6308,"[1] threshold=15.00",OK
2021-12-12 21:11:12.584,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,positiveUpdateThreshold,6223,"[2] threshold=11.00",OK
2021-12-12 21:11:19.024,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,positiveUpdateThreshold,6234,"[3] threshold=12.00",OK
2021-12-12 21:11:25.448,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,positiveUpdateThreshold,6221,"[4] threshold=14.00",OK
2021-12-12 21:11:30.958,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreshold,5308,"[1] threshold=0",OK
2021-12-12 21:11:36.537,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreshold,5347,"[2] threshold=hola",OK
2021-12-12 21:11:42.141,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreshold,5405,"[3] threshold=-10.00",OK
2021-12-12 21:11:47.743,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreshold,5354,"[4] threshold=300",OK
2021-12-12 21:11:53.315,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,negativeUpdateThreshold,5372,"[5] threshold=",OK
2021-12-12 21:12:05.966,acme.testing.administrator.spam.AdministratorListSpamTest,listAll,5030,"[1] recordIndex=0, spamWords=hard core",OK
2021-12-12 21:12:11.205,acme.testing.administrator.spam.AdministratorListSpamTest,listAll,5014,"[2] recordIndex=1, spamWords=sex",OK
2021-12-12 21:12:16.409,acme.testing.administrator.spam.AdministratorListSpamTest,listAll,4975,"[3] recordIndex=2, spamWords=viagra",OK
2021-12-12 21:12:21.636,acme.testing.administrator.spam.AdministratorListSpamTest,listAll,5015,"[4] recordIndex=3, spamWords=cialis",OK
2021-12-12 21:12:26.859,acme.testing.administrator.spam.AdministratorListSpamTest,listAll,5019,"[5] recordIndex=4, spamWords=nigeria",OK
2021-12-12 21:12:32.055,acme.testing.administrator.spam.AdministratorListSpamTest,listAll,4980,"[6] recordIndex=5, spamWords=you've won",OK
2021-12-12 21:12:35.645,acme.testing.administrator.spam.AdministratorListSpamTest,spamNegative,3387,"spamNegative()",OK
2021-12-12 21:12:48.831,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updateFailure,5722,"[1] recordIndex=0, spamWords=hard core",OK
2021-12-12 21:12:54.768,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updateFailure,5736,"[2] recordIndex=1, spamWords=sex",OK
2021-12-12 21:13:00.702,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updateFailure,5735,"[3] recordIndex=2, spamWords=viagra",OK
2021-12-12 21:13:06.7,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updateFailure,5767,"[4] recordIndex=3, spamWords=cialis",OK
2021-12-12 21:13:12.621,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updateFailure,5704,"[5] recordIndex=4, spamWords=nigeria",OK
2021-12-12 21:13:18.605,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updateFailure,5766,"[6] recordIndex=5, spamWords=you've won",OK
2021-12-12 21:13:25.405,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updatePositive,6585,"[1] recordIndex=0, spamWords=hard core, updateWord=sleazy",OK
2021-12-12 21:13:32.196,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updatePositive,6591,"[2] recordIndex=1, spamWords=sex, updateWord=manipulative",OK
2021-12-12 21:13:39.045,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updatePositive,6618,"[3] recordIndex=2, spamWords=viagra, updateWord=special promotion",OK
2021-12-12 21:13:45.834,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updatePositive,6556,"[4] recordIndex=3, spamWords=cialis, updateWord=urgent",OK
2021-12-12 21:13:52.749,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updatePositive,6686,"[5] recordIndex=4, spamWords=nigeria, updateWord=order now",OK
2021-12-12 21:13:59.537,acme.testing.administrator.spam.AdministratorUpdateSpamTest,updatePositive,6574,"[6] recordIndex=5, spamWords=you've won, updateWord=new customers only",OK
2021-12-12 21:14:12.106,acme.testing.consumer.userAccount.ConsumerCreateTest,positiveCreateConsumer,5031,"[1] Company=ETSII, Sector=Educational",OK
2021-12-12 21:14:18.622,acme.testing.consumer.userAccount.ConsumerCreateTest,negativeCreateConsumer,6311,"[1] Company=, Sector=null",OK
2021-12-12 21:14:25.17,acme.testing.consumer.userAccount.ConsumerCreateTest,negativeCreateConsumer,6330,"[2] Company=sex, Sector=sex",OK
2021-12-12 21:14:38.851,acme.testing.consumer.userAccount.ConsumerUpdateTest,positiveUpdateConsumer,6007,"[1] Company=Spring Framework, Sector=Develop Application",OK
2021-12-12 21:14:45.113,acme.testing.consumer.userAccount.ConsumerUpdateTest,positiveUpdateConsumer,6060,"[2] Company=DP Company, Sector=Software Ing",OK
2021-12-12 21:14:50.325,acme.testing.consumer.userAccount.ConsumerUpdateTest,negativeUpdateConsumer,4994,"[1] Company=null, Sector=null",OK
2021-12-12 21:14:55.584,acme.testing.consumer.userAccount.ConsumerUpdateTest,negativeUpdateConsumer,5027,"[2] Company=DP2, Sector=null",OK
2021-12-12 21:15:00.82,acme.testing.consumer.userAccount.ConsumerUpdateTest,negativeUpdateConsumer,5021,"[3] Company=null, Sector=Engineering",OK
2021-12-12 21:15:11.54,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3115,"[1] recordIndex=0, title=Change the logo of the website to a puppy photo, startMoment=2021/01/21 14:00, endMoment=2022/12/30 10:00, workload=25.44, status=PUBLIC, description=Change the logo of the website to a puppy photo, link=null",OK
2021-12-12 21:15:14.871,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3115,"[2] recordIndex=1, title=Add your contact address, startMoment=2021/01/21 18:00, endMoment=2022/12/11 21:00, workload=46.50, status=PUBLIC, description=Add your contact address and delete your favourite link, link=null",OK
2021-12-12 21:15:18.183,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3097,"[3] recordIndex=2, title=Add a new link, startMoment=2021/01/21 18:10, endMoment=2022/12/11 16:46, workload=11.10, status=PUBLIC, description=Add a new link to the menu., link=null",OK
2021-12-12 21:15:21.472,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3086,"[4] recordIndex=3, title=Change the logo of the website, startMoment=2021/02/21 14:10, endMoment=2023/03/31 10:46, workload=25.44, status=PUBLIC, description=Change the logo of the website to your favourite photo, link=null",OK
2021-12-12 21:15:24.766,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3095,"[5] recordIndex=4, title=Add a new funcionallity, startMoment=2021/04/11 14:00, endMoment=2022/06/11 10:16, workload=15.50, status=PUBLIC, description=Add a new functionality that you consider important, link=null",OK
2021-12-12 21:15:28.086,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3091,"[6] recordIndex=5, title=Change the overall style of the website, startMoment=2021/06/21 14:10, endMoment=2022/06/30 17:46, workload=85.40, status=PUBLIC, description=Change the overall style of the website, modifying the logos, fonts and colors of the pages. It should use brownish tones, link=null",OK
2021-12-12 21:15:31.419,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3102,"[7] recordIndex=6, title=List public duties that are non-finished for level C, startMoment=2021/09/20 18:30, endMoment=2022/09/22 10:00, workload=2.50, status=PUBLIC, description=List the public duties that are non-finished (sorted by execution    period or work-load). Show the details of any public duties that are non-finished., link=null",OK
2021-12-12 21:15:34.756,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3117,"[8] recordIndex=7, title=Create the entity Duty for level C, startMoment=2021/11/19 00:00, endMoment=2022/08/20 18:00, workload=1.50, status=PUBLIC, description=The entity Duty must include: a title, an execution period, a description,and an optional link., link=null",OK
2021-12-12 21:15:38.047,acme.testing.anonymous.duty.AnonymousDutyListShowTest,positiveListAndShowDuty,3073,"[9] recordIndex=8, title=Change the background color of the header menu, startMoment=2021/12/21 17:10, endMoment=2022/02/28 17:58, workload=12.50, status=PUBLIC, description=Change the background color of the header menu to light green, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:15:41.628,acme.testing.anonymous.duty.AnonymousDutyListShowTest,negativeShowDuty,3364,"negativeShowDuty()",OK
2021-12-12 21:15:55.102,acme.testing.provider.userAccount.ProviderUpdateTest,positiveUpdateProvider,5982,"[1] Company=Spring Framework, Sector=Develop Application",OK
2021-12-12 21:16:01.316,acme.testing.provider.userAccount.ProviderUpdateTest,positiveUpdateProvider,5995,"[2] Company=DP Company, Sector=Software Ing",OK
2021-12-12 21:16:06.582,acme.testing.provider.userAccount.ProviderUpdateTest,negativeUpdateProvider,5048,"[1] Company=null, Sector=null",OK
2021-12-12 21:16:11.815,acme.testing.provider.userAccount.ProviderUpdateTest,negativeUpdateProvider,5011,"[2] Company=DP2, Sector=null",OK
2021-12-12 21:16:17.076,acme.testing.provider.userAccount.ProviderUpdateTest,negativeUpdateProvider,5008,"[3] Company=null, Sector=Engineering",OK
2021-12-12 21:16:29.614,acme.testing.provider.userAccount.ProviderCreateTest,positiveCreateProvider,4998,"[1] Company=ETSII, Sector=Educational",OK
2021-12-12 21:16:36.081,acme.testing.provider.userAccount.ProviderCreateTest,negativeCreateProvider,6263,"[1] Company=null, Sector=null",OK
2021-12-12 21:16:42.597,acme.testing.provider.userAccount.ProviderCreateTest,negativeCreateProvider,6310,"[2] Company=null, Sector=null",OK
2021-12-12 21:16:50.456,acme.testing.PanicTest,positivePanic,255,"positivePanic()",OK
2021-12-12 21:16:50.87,acme.testing.PanicTest,negativePanic,202,"negativePanic()",OK
2021-12-12 21:17:06.168,acme.testing.SignUpTest,positiveSignUp,5800,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-12-12 21:17:12.136,acme.testing.SignUpTest,positiveSignUp,5751,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-12-12 21:17:18.175,acme.testing.SignUpTest,positiveSignUp,5837,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-12-12 21:17:24.141,acme.testing.SignUpTest,positiveSignUp,5763,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-12-12 21:17:30.171,acme.testing.SignUpTest,positiveSignUp,5801,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-12-12 21:17:36.23,acme.testing.SignUpTest,positiveSignUp,5843,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-12-12 21:17:42.244,acme.testing.SignUpTest,positiveSignUp,5798,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-12-12 21:17:48.217,acme.testing.SignUpTest,positiveSignUp,5773,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-12-12 21:17:54.238,acme.testing.SignUpTest,positiveSignUp,5816,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-12-12 21:18:00.215,acme.testing.SignUpTest,positiveSignUp,5772,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-12-12 21:18:06.196,acme.testing.SignUpTest,positiveSignUp,5763,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-12-12 21:18:12.359,acme.testing.SignUpTest,positiveSignUp,5906,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-12-12 21:18:15.149,acme.testing.SignUpTest,negativeSignUp,2575,"[1] username=null, password=null, name=null, surname=null, email=null",OK
2021-12-12 21:18:18.064,acme.testing.SignUpTest,negativeSignUp,2698,"[2] username=null, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-12-12 21:18:20.959,acme.testing.SignUpTest,negativeSignUp,2674,"[3] username=leslie, password=null, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-12-12 21:18:23.838,acme.testing.SignUpTest,negativeSignUp,2659,"[4] username=robert, password=robert, name=null, surname=Johnson, email=robert@mail.server.com",OK
2021-12-12 21:18:26.725,acme.testing.SignUpTest,negativeSignUp,2668,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=null, email=ppepe.sorensen@sweden.sw",OK
2021-12-12 21:18:29.628,acme.testing.SignUpTest,negativeSignUp,2684,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=null",OK
2021-12-12 21:18:32.464,acme.testing.SignUpTest,negativeSignUp,2630,"[7] username=null, password=null, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-12-12 21:18:35.414,acme.testing.SignUpTest,negativeSignUp,2731,"[8] username=mary-dt255555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-12-12 21:18:38.342,acme.testing.SignUpTest,negativeSignUp,2727,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=wrong email",OK
